0.02,0.160094,0.1316,-3.381362654
0.04,0.163905,0.06077916667,-2.962757716
0.06,0.163558,-0.006553333333,-2.010400463
0.08,0.162779,-0.03384305556,-5.31E-01
0.1,0.161324,-0.02042222222,0.5937021605
0.12,0.161532,0.01508194444,0.5755563272
0.14,0.162952,0.01099166667,0.1326793981
0.16,0.162242,-0.004715277778,0.6836651235
0.18,1.61E-01,3.77E-02,1.257019676
0.2,0.164147,0.06537777778,0.9708526235
0.22,0.164268,0.08020416667,0.4765779321
0.24,0.167611,0.08166111111,0.09086998457
0.26,0.167889,0.06868888889,0.2943229167
0.28,0.169274,0.09902083333,0.1080015432
0.3,0.172202,0.1058736111,-1.557077546
0.32,0.174834,0.04404444444,-3.273599537
0.34,0.175077,-0.06384722222,-2.746215278
0.36,0.172236,-0.1470388889,1.639442515
0.38,0.16484,-0.02263611111,6.995208333
0.4,0.168772,0.227025,7.940572917
0.42,0.176653,0.3664305556,5.210628858
0.44,0.184984,0.4231861111,2.527297454
0.46,0.193974,0.4410902778,1.053684414
0.48,0.202756,0.4479847222,0.6438792438
0.5,0.211693,0.4622013889,0.6266493056
0.52,0.221289,0.4751777778,0.5950231481
0.54,0.230816,0.4840486111,0.6423765432
0.56,0.240446,0.5007611111,0.6892920525
0.58,0.250925,0.5145527778,0.6216358025
0.6,0.261162,0.5231916667,0.6462615741
0.62,0.271641,0.5399125,0.6919328704
0.64,0.282848,0.5532888889,0.6482638889
0.66,0.293864,0.5635361111,0.6875810185
0.68,0.305192,0.5811277778,0.7041628086
0.7,0.317196,0.5948819444,0.6046084105
0.72,0.329147,0.6027916667,0.6120408951
0.74,0.341168,0.6162888889,0.7383391204
0.76,0.353656,0.6353736111,0.7450983796
0.78,0.366734,0.6488055556,0.6410069444
0.8,0.379725,0.6577236111,0.6486979167
0.82,0.392837,0.6739069444,0.6766242284
0.84,0.406659,0.6903125,0.4902430556
0.86,0.420793,0.6926222222,0.3540027006
0.88,0.434286,0.6977930556,0.509998071
0.9,0.448472,0.7131347222,0.6830748457
0.92,0.462865,0.7275972222,0.7481057099
0.94,0.477519,0.7446388889,0.720474537
0.96,0.492727,0.7578388889,0.6234220679
0.98,0.507917,0.7675833333,0.609693287
1,0.523333,0.7810138889,0.6463695988
1.02,0.53913,0.7952486111,0.619689429
1.04,0.555238,0.8061722222,0.5804417438
1.06,0.571399,0.8160375,0.6329128086
1.08,0.587715,0.8322277778,0.6630497685
1.1,0.604794,0.8447597222,0.6069020062
1.12,0.621595,0.8536777778,0.6550559414
1.14,0.638708,0.8716277778,0.6767091049
1.16,0.656618,0.8833208333,0.6009760802
1.18,0.674112,0.8925861111,0.6417573302
1.2,0.692126,0.9091916667,0.6652199074
1.22,0.710556,0.9222958333,0.5733159722
1.24,0.729141,0.9309013889,0.5349363426
1.26,0.747761,0.9404569444,0.621558642
1.28,0.766589,0.9571083333,0.6132175926
1.3,0.786127,0.9705402778,0.1832542438
1.32,0.80551,0.9761180556,-1.235817901
1.34,0.825273,0.9574125,-4.909855324
1.36,0.845105,0.8408902778,-11.5806983
1.38,0.862704,0.5174722222,-18.8478588
1.4,0.86984,-0.001733333333,-21.27646605
1.42,0.861699,-0.4745458333,-16.48144676
1.44,0.846197,-0.7148527778,-8.548169367
1.46,0.829794,-0.7662513889,-2.677582948
1.48,0.814949,-0.7565055556,-0.1974247685
1.5,0.799828,-0.7475430556,0.4562056327
1.52,0.784984,-0.7357263889,0.6316936728
1.54,0.770348,-0.7224458333,0.7160223765
1.56,0.755989,-0.7048138889,0.6933217593
1.58,0.742271,-0.6923819444,0.575304784
1.6,0.728414,-0.6846652778,0.5807638889
1.62,0.714765,-0.6721097222,0.7110744599
1.64,0.701393,-0.6538527778,0.754376929
1.66,0.688731,-0.6396291667,0.6977527006
1.68,0.675879,-0.6284111111,0.7222241512
1.7,0.663408,-0.6103180556,0.7287229938
1.72,0.651578,-0.5966333333,0.6359085648
1.74,0.639661,-0.5875666667,0.645785108
1.76,0.627883,-0.5713597222,0.6780902778
1.78,0.616866,-0.5576916667,0.6157310957
1.8,0.605712,-0.5487875,0.6407118056
1.82,0.594782,-0.5345055556,0.7553337191
1.84,0.584216,-0.5156402778,0.7481712963
1.86,0.574291,-0.5020875,0.6358121142
1.88,0.564228,-0.4926569444,0.6184818673
1.9,0.554476,-0.4791625,0.6814197531
1.92,0.545019,-0.4638819444,0.6973591821
1.94,0.535995,-0.4507986111,0.6924459877
1.96,0.526988,-0.4378597222,0.7414158951
1.98,0.518345,-0.4196555556,0.7244135802
2,0.510325,-0.4068166667,0.6289930556
2.02,0.502149,-0.3968263889,0.6336786265
2.04,0.494372,-0.3836083333,0.7239429012
2.06,0.486699,-0.3661402778,0.7457175926
2.08,0.479788,-0.3510319444,0.6571238426
2.1,0.472808,-0.3419458333,0.6530381944
2.12,0.465983,-0.3277291667,0.7664390432
2.14,0.459592,-0.3090847222,0.7991473765
2.16,0.453737,-0.2943125,0.7643229167
2.18,0.447831,-0.2802125,0.7717071759
2.2,0.442392,-0.2615958333,0.695304784
2.22,0.437525,-0.2498833333,0.5261554784
2.24,0.432536,-0.2441541667,0.5178819444
2.26,0.4276,-0.2319027778,0.6368904321
2.28,0.423218,-0.2173847222,0.7089313272
2.3,0.418887,-0.2017958333,0.702658179
2.32,0.415198,-0.1882222222,0.64203125
2.34,0.411439,-0.1782111111,0.66109375
2.36,0.407906,-0.1617777778,0.6849305556
2.38,0.405048,-0.1487236111,0.6389621914
2.4,0.402051,-0.1386138889,0.6944270833
2.42,0.399367,-0.1228583333,0.8172530864
2.44,0.397028,-0.1027027778,0.8038657407
2.46,0.3954,-0.08823611111,0.6852372685
2.48,0.393599,-0.07801805556,0.6733641975
2.5,0.392161,-0.06332777778,0.7481558642
2.52,0.391,-0.04599722222,0.7505208333
2.54,0.390429,-0.03232777778,0.7111824846
2.56,0.389736,-0.01994305556,0.752962963
2.58,0.389459,-0.001086111111,0.74375
2.6,0.389805,0.01282083333,0.621255787
2.62,0.390117,0.02117638889,0.6075752315
2.64,0.390533,0.03411527778,0.7134124228
2.66,0.391347,0.05243888889,0.711412037
2.68,0.392767,0.06528611111,0.6001871142
2.7,0.394066,0.0738125,0.592814429
2.72,0.395608,0.08659166667,0.6838425926
2.74,0.397427,0.1035194444,0.6866203704
2.76,0.399869,0.11595,0.6117052469
2.78,0.402138,0.1254513889,0.628591821
2.8,0.404736,0.1405111111,0.6677295525
2.82,0.407767,0.1550944444,0.6005362654
2.84,0.41111,0.1634027778,0.5780497685
2.86,0.414211,0.1751388889,0.6698611111
2.88,0.417952,0.1932486111,0.637025463
2.9,0.422144,0.2030347222,0.5072685185
2.92,0.426127,0.2103777778,0.5112326389
2.94,0.430458,0.2217652778,0.6003587963
2.96,0.434979,0.2345944444,0.6916107253
2.98,0.439776,0.2506138889,0.7318074846
3,0.445059,0.2648194444,0.7219830247
3.02,0.450394,0.2780319444,0.7559143519
3.04,0.456041,0.2964541667,0.7255246914
3.06,0.46238,0.3092513889,0.6129147377
3.08,0.468512,0.3182277778,0.6151890432
3.1,0.47499,0.3317916667,0.6982272377
3.12,0.481693,0.3488763889,0.6725752315
3.14,0.489072,0.3608388889,0.5587384259
3.16,0.496226,0.3685777778,0.5498341049
3.18,0.503691,0.3810305556,0.6189506173
3.2,0.511416,0.3954902778,0.6150192901
3.22,0.519626,0.4061055556,0.5914506173
3.24,0.527663,0.4165083333,0.6610069444
3.26,0.536099,0.4341861111,0.6610744599
3.28,0.545175,0.4457930556,0.5546527778
3.3,0.554043,0.4533222222,0.5747087191
3.32,0.563171,0.4662513889,0.6945486111
3.34,0.572577,0.4840013889,0.6980304784
3.36,0.582657,0.4967277778,0.5960783179
3.38,0.592548,0.5053444444,0.5927469136
3.4,0.602767,0.5180208333,0.6877064043
3.42,0.61316,0.5351027778,0.6961902006
3.44,0.62428,0.5480875,0.6125733025
3.46,0.635175,0.5572458333,0.6170910494
3.48,0.646433,0.5716805556,0.6646585648
3.5,0.658038,0.5861305556,0.6245061728
3.52,0.669973,0.5969055556,0.5773591821
3.54,0.681924,0.6072402778,0.6105555556
3.56,0.694187,0.6207236111,0.6677777778
3.58,0.706711,0.6358277778,0.6491570216
3.6,0.719701,0.6478263889,0.5825945216
3.62,0.732692,0.6568805556,0.6053838735
3.64,0.745839,0.6714527778,0.6552372685
3.66,0.759574,0.6850458333,0.6310686728
3.68,0.77331,0.6963083333,0.6127411265
3.7,0.787392,0.7086652778,0.581560571
3.72,0.801595,0.7231416667,0.2469502315
3.74,0.816404,0.7304125,-0.9583082562
3.76,0.831023,0.7125763889,-3.837079475
3.78,0.845989,0.6183208333,-8.730939429
3.8,0.858564,0.3724472222,-13.73282215
3.82,0.863275,0.006876388889,-15.33290509
3.84,0.858304,-0.3313638889,-12.19289159
3.86,0.847149,-0.5223986111,-6.681940586
3.88,0.834834,-0.5706569444,-2.295069444
3.9,0.823731,-0.5677736111,-0.2647530864
3.92,0.812299,-0.5609625,0.412972608
3.94,0.801179,-0.5484027778,0.6633989198
3.96,0.790232,-0.5312236111,0.690941358
3.98,0.78003,-0.5176958333,0.5833873457
4,0.76969,-0.5108930556,0.597025463
4.02,0.759418,-0.4968666667,0.7400559414
4.04,0.749719,-0.4785069444,0.7712827932
4.06,0.740383,-0.4641569444,0.7192380401
4.08,0.731168,-0.450475,0.6865952932
4.1,0.722386,-0.4380138889,0.7022415123
4.12,0.713552,-0.4218875,0.6975501543
4.14,0.70555,-0.4076638889,0.5970447531
4.16,0.697392,-0.3996597222,0.5778568673
4.18,0.689476,-0.3875166667,0.6895216049
4.2,0.68182,-0.3721444444,0.8016126543
4.22,0.674493,-0.3525111111,0.7858333333
4.24,0.667859,-0.3385277778,0.6678645833
4.26,0.661052,-0.3289486111,0.6669637346
4.28,0.654505,-0.3121138889,0.6802604167
4.3,0.64865,-0.2988083333,0.590617284
4.32,0.642692,-0.2907638889,0.6026118827
4.34,0.63689,-0.2772777778,0.7196682099
4.36,0.63152,-0.2604458333,0.7791878858
4.38,0.626497,-0.2438472222,0.7406886574
4.4,0.621872,-0.2316986111,0.7206712963
4.42,0.617126,-0.2158638889,0.731091821
4.44,0.613246,-0.2004347222,0.6602295525
4.46,0.609228,-0.1902777778,0.6270736883
4.48,0.605539,-0.1761430556,0.6334162809
4.5,0.602265,-0.1654236111,0.6658429784
4.52,0.598818,-0.1501513889,0.7297260802
4.54,0.596254,-0.1343416667,0.712496142
4.56,0.593552,-0.1227611111,0.729375
4.58,0.591179,-0.1047583333,0.7192901235
4.6,0.589465,-0.09165416667,0.622503858
4.62,0.587611,-0.08201527778,0.6213908179
4.64,0.586104,-0.06920416667,0.713429784
4.66,0.584719,-0.05149722222,0.7261439043
4.68,0.58413,-0.03719305556,0.6199440586
4.7,0.583385,-0.02913472222,0.6129861111
4.72,0.582831,-0.01557222222,0.7226736111
4.74,0.582657,0.002186111111,0.7329012346
4.76,0.583004,0.01650833333,0.6287924383
4.78,0.583437,0.02583611111,0.5826060957
4.8,0.583991,0.03685833333,0.6565412809
4.82,0.584771,0.05345416667,0.6788445216
4.84,0.586208,0.06695,0.5827276235
4.86,0.587577,0.07500833333,0.5616087963
4.88,0.589118,0.08693472222,0.6484876543
4.9,0.591006,0.1011833333,0.7244888117
4.92,0.593102,0.1181666667,0.6988541667
4.94,0.595821,0.1311402778,0.5881925154
4.96,0.598472,0.1390986111,0.5861689815
4.98,0.60126,0.1520791667,0.6866415895
5,0.604447,0.1693583333,0.676869213
5.02,0.608171,0.1812,0.5875964506
5.04,0.611774,0.1900319444,0.611556713
5.06,0.615654,0.2035986111,0.7166280864
5.08,0.619811,0.2215472222,0.704533179
5.1,0.624644,0.2342458333,0.5896547068
5.12,0.629286,0.2425555556,0.5788040123
5.14,0.634239,0.2550680556,0.6660378086
5.16,0.639401,0.2711,0.6849594907
5.18,0.645169,0.2842791667,0.6267766204
5.2,0.65085,0.2940944444,0.6385358796
5.22,0.656774,0.3099,0.6443209877
5.24,0.663321,0.3223888889,0.555783179
5.26,0.669782,0.3303597222,0.5505420525
5.28,0.676451,0.3421194444,0.6427469136
5.3,0.683414,0.3562305556,0.7260744599
5.32,0.690619,0.3739180556,0.6886863426
5.34,0.698518,0.3852527778,0.5864332562
5.36,0.706087,0.3942958333,0.6104263117
5.38,0.714159,0.4084847222,0.6826736111
5.4,0.722386,0.4241888889,0.6558719136
5.42,0.731237,0.4358375,0.5805015432
5.44,0.73988,0.4446513889,0.6105767747
5.46,0.748853,0.4602388889,0.643908179
5.48,0.758362,0.4728319444,0.5816975309
5.5,0.767836,0.4825583333,0.5618865741
5.52,0.777623,0.4940152778,0.5996122685
5.54,0.7876,0.5056930556,0.6683024691
5.56,0.797732,0.5221972222,0.6520640432
5.58,0.808558,0.5356513889,0.3908526235
5.6,0.819314,0.5410930556,-0.2351176698
5.62,0.830123,0.5411861111,-1.860065586
5.64,0.841485,0.4988875,-5.132202932
5.66,0.851843,0.356525,-9.210721451
5.68,0.857992,0.1001791667,-11.52274691
5.7,0.856243,-0.1748430556,-10.15880208
5.72,0.849089,-0.3541638889,-6.196006944
5.74,0.83984,-0.413725,-2.419106867
5.76,0.831734,-0.4156125,-0.3597530864
5.78,0.823246,-0.4072875,0.4184529321
5.8,0.815296,-0.3912069444,0.5968209877
5.82,0.807727,-0.3806736111,0.5664409722
5.84,0.800123,-0.3716819444,0.641410108
5.86,0.792675,-0.3553305556,0.718902392
5.88,0.785919,-0.3393708333,0.6495563272
5.9,0.779234,-0.3290680556,0.5721064815
5.92,0.772773,-0.3192138889,0.6099016204
5.94,0.766399,-0.3067597222,0.7389756944
5.96,0.760336,-0.2868902778,0.7569810957
5.98,0.755105,-0.2744180556,0.6856018519
6,0.749372,-0.2621708333,0.7177218364
6.02,0.744522,-0.2462458333,0.7625347222
6.04,0.739499,-0.2295972222,0.7197415123
6.06,0.735394,-0.2154291667,0.590775463
6.08,0.731029,-0.2079944444,0.555787037
6.1,0.726976,-0.1960833333,0.6537866512
6.12,0.723131,-0.181725,0.7510474537
6.14,0.719632,-0.1638083333,0.753757716
6.16,0.716687,-0.1501583333,0.6856693673
6.18,0.713674,-0.1386583333,0.697191358
6.2,0.710989,-0.1216638889,0.6833641975
6.22,0.70891,-0.1089347222,0.5807947531
6.24,0.706745,-0.1008180556,0.5786631944
6.26,0.704736,-0.08731944444,0.6515239198
6.28,0.703264,-0.07361527778,0.6909606481
6.3,0.701826,-0.06070416667,0.7663406636
6.32,0.7007,-0.04208333333,0.7921508488
6.34,0.700232,-0.02718472222,0.7296373457
6.36,0.699626,-0.01324444444,0.6727777778
6.38,0.699696,0.0002416666667,0.6026041667
6.4,0.699747,0.009336111111,0.6069656636
6.42,0.699973,0.0226,0.6869772377
6.44,0.700562,0.0392125,0.6647569444
6.46,0.701653,0.05123472222,0.5580941358
6.48,0.702692,0.0595125,0.5425771605
6.5,0.703974,0.070625,0.6335300926
6.52,0.705463,0.08438888889,0.7412133488
6.54,0.70723,0.1032138889,0.7177642747
6.56,0.709742,0.1155291667,0.5906886574
6.58,0.711959,0.1235583333,0.5974498457
6.6,0.71454,0.1372402778,0.6921585648
6.62,0.717363,0.1542666667,0.6687152778
6.64,0.720844,0.1659944444,0.5672376543
6.66,0.724101,0.1737972222,0.5939486883
6.68,0.727652,0.1875,0.7101736111
6.7,0.731497,0.2054152778,0.6925752315
6.72,0.736,0.2178875,0.5630246914
6.74,0.740331,0.22535,0.5391454475
6.76,0.744921,0.2365027778,0.6397685185
6.78,0.749667,0.2527541667,0.6721624228
6.8,0.755105,0.2661305556,0.598429784
6.82,0.76044,0.2746819444,0.6066145833
6.84,0.766,0.2871986111,0.737037037
6.86,0.771751,0.3067819444,0.7534645062
6.88,0.778385,0.3215694444,0.5949633488
6.9,0.784811,0.3282041667,0.5317361111
6.92,0.79141,0.3387208333,0.6390914352
6.94,0.7982,0.3556888889,0.6761265432
6.96,0.805735,0.3689652778,0.580472608
6.98,0.813079,0.3773777778,0.5151369599
7,0.820752,0.3886597222,0.3832677469
7.02,0.828529,0.4011277778,-0.3192881944
7.04,0.836982,0.3960527778,-2.141545139
7.06,0.845244,0.3366291667,-4.980181327
7.08,0.851982,0.1947861111,-7.55871142
7.1,0.854112,-0.002426388889,-8.152417052
7.12,0.851376,-0.1750083333,-6.392937886
7.14,0.845781,-0.2764611111,-3.526068673
7.16,0.839078,-0.3062666667,-1.05865162
7.18,0.832929,-0.2968152778,0.2514718364
7.2,0.827161,-0.2794916667,0.5936747685
7.22,0.821913,-0.2680180556,0.5602237654
7.24,0.816526,-0.2602527778,0.5983487654
7.26,0.811347,-0.2462319444,0.7139564043
7.28,0.806566,-0.2278055556,0.6735532407
7.3,0.802426,-0.2171375,0.5511130401
7.32,0.797975,-0.2101097222,0.6091280864
7.34,0.793835,-0.1953388889,0.7719926698
7.36,0.790042,-0.1753930556,0.773126929
7.38,0.786959,-0.1610847222,0.6243325617
7.4,0.78372,-0.1525791667,0.5652353395
7.42,0.780792,-0.1413652778,0.6411921296
7.44,0.778021,-0.1278361111,0.7589814815
7.46,0.775544,-0.1085152778,0.7660069444
7.48,0.773795,-0.09413055556,0.6409664352
7.5,0.771924,-0.08561388889,0.6243325617
7.52,0.770227,-0.07165833333,0.7117824074
7.54,0.76898,-0.05451527778,0.7026408179
7.56,0.768183,-0.04256666667,0.6561072531
7.58,0.767282,-0.03061111111,0.6974016204
7.6,0.766866,-0.0150625,0.7473726852
7.62,0.766641,0.001858333333,0.6907118056
7.64,0.767057,0.0138125,0.5864448302
7.66,0.767282,0.02223055556,0.6102314815
7.68,0.767802,0.03634583333,0.7124035494
7.7,0.76865,0.05405416667,0.6826793981
7.72,0.77014,0.06491666667,0.5939930556
7.74,0.771249,0.07506388889,0.6158854167
7.76,0.773033,0.08970416667,0.644380787
7.78,0.774938,0.1007430556,0.6789911265
7.8,0.776947,0.1166291667,0.7130999228
7.82,0.779615,0.1317583333,0.6383854167
7.84,0.782351,0.1413819444,0.5906674383
7.86,0.785175,0.154325,0.5880806327
7.88,0.788552,0.1658208333,0.5676292438
7.9,0.791878,0.1753486111,0.6238290895
7.92,0.795463,0.1893263889,0.7259780093
7.94,0.799343,0.2074055556,0.6976851852
7.96,0.803899,0.2197472222,0.5670158179
7.98,0.808264,0.2267375,0.5705960648
8,0.812802,0.2402,0.6720871914
8.02,0.81779,0.2569916667,0.6376890432
8.04,0.823246,0.2673222222,0.5089313272
8.06,0.828512,0.2762958333,0.3158892747
8.08,0.834193,0.2861083333,-0.3325327932
8.1,0.840065,0.2817055556,-1.957631173
8.12,0.846387,0.2244236111,-4.317395833
8.14,0.850388,0.09757638889,-5.986388889
8.16,0.8507,-0.05085138889,-5.762465278
8.18,0.847669,-0.1641875,-3.860673225
8.2,0.842819,-0.2089375,-1.637727623
8.22,0.838627,-0.2113111111,-0.2547588735
8.24,0.834384,-0.2058236111,0.3732021605
8.26,0.830279,-0.1925583333,0.6629533179
8.28,0.826641,-0.1771902778,0.7734799383
8.3,0.823142,-0.1594986111,0.7598861883
8.32,0.820319,-0.1447486111,0.6522935957
8.34,0.817478,-0.1351680556,0.6216049383
8.36,0.814846,-0.1228513889,0.7125250772
8.38,0.812421,-0.1048986111,0.7332542438
8.4,0.81074,-0.09050972222,0.6337037037
8.42,0.808939,-0.08162222222,0.6136921296
8.44,0.807363,-0.06851805556,0.6963117284
8.46,0.806098,-0.05138888889,0.6891628086
8.48,0.80544,-0.03944722222,0.6250501543
8.5,0.804557,-0.02884166667,0.6599517747
8.52,0.804193,-0.01429166667,0.7393055556
8.54,0.803916,0.002809722222,0.7308179012
8.56,0.804366,0.01765138889,0.6050713735
8.58,0.804799,0.02475277778,0.5627353395
8.6,0.80518,0.03847083333,0.5956886574
8.62,0.806358,0.05103472222,0.5505652006
8.64,0.807363,0.05882777778,0.5822781636
8.66,0.808593,0.07163888889,0.7105478395
8.68,0.810082,0.0901875,0.7136631944
8.7,0.812334,0.1034055556,0.5846392747
8.72,0.814361,0.1107152778,0.5702469136
8.74,0.81663,0.1233097222,0.675472608
8.76,0.819193,0.1400055556,0.6904070216
8.78,0.822311,0.153625,0.5898823302
8.8,0.825446,0.1622569444,0.542351466
8.82,0.828754,0.1730361111,0.5773919753
8.84,0.832322,0.1859888889,0.5083391204
8.86,0.836081,0.2011527778,-0.03835648148
8.88,0.840585,0.1995569444,-1.348180941
8.9,0.844863,0.1546791667,-2.971373457
8.92,0.847582,0.06759861111,-3.885493827
8.94,0.847617,-0.02422083333,-3.541792052
8.96,0.84611,-0.08965416667,-2.297721836
8.98,0.843391,-0.1186694444,-0.8496026235
9,8.41E-01,-1.15E-01,0.1822878086
9.02,0.838662,-0.1012097222,0.6448167438
9.04,0.836705,-0.08312361111,0.7191917438
9.06,0.83544,-0.06970277778,0.6238657407
9.08,0.834037,-0.06108611111,0.6389467593
9.1,0.832859,-0.04679305556,0.7602141204
9.12,0.832045,-0.02761666667,0.7562731481
9.14,0.831889,-0.01387638889,0.6416763117
9.16,0.831595,-0.004473611111,0.6255073302
9.18,0.831612,0.008726388889,0.7039274691
9.2,0.831837,0.026075,0.6827334105
9.22,0.832755,0.03907222222,0.5378780864
9.24,0.833552,0.04542777778,0.4922685185
9.26,0.834505,0.054875,0.6154571759
9.28,0.835613,0.07017777778,0.7200655864
9.3,0.837242,0.08862638889,0.5651350309
9.32,0.839337,0.09779166667,0.1128472222
9.34,0.841295,0.09666527778,-0.5535532407
9.36,0.843477,0.07842916667,-1.320752315
9.38,0.844846,0.03902083333,-1.781957948
9.4,8.45E-01,-5.30E-03,-1.575642361
9.42,0.844343,-0.03423611111,-0.8203472222
9.44,0.843321,-0.03893888889,0.001637731481
9.46,0.842473,-0.02638055556,0.4532253086
9.48,0.842317,-0.01327916667,0.5149151235
9.5,0.842109,-0.006566666667,0.5394155093
9.52,0.841884,0.007075,0.5605690586
9.54,0.842369,0.02013611111,0.365318287
9.56,0.842802,0.02670277778,-0.05376929012
9.58,0.843772,0.01695833333,-0.4130246914
9.6,0.843564,0.002525,-0.4030806327
9.62,0.843668,-0.003030555556,-0.184058642
9.64,0.843339,-0.003202777778,-0.007301311728
9.66,0.843512,-0.0004652777778,0.03647569444
9.68,0.843425,-0.001998611111,0.05798225309
9.7,0.843287,0.002184722222,0.0498746142
9.72,0.843598,0.002304166667,-0.05210841049
9.74,0.843477,-0.001654166667,-0.0702816358
9.76,0.84346,-0.002451388889,-0.002037037037
9.78,0.843356,-0.002075,0.07972029321
9.8,0.843269,0.002977777778,0.06012924383
9.82,0.843598,0.002484722222,-0.05033950617
9.84,0.84346,-0.001576388889,-0.05319830247
9.86,0.843443,-0.002023611111,0.04215277778
9.88,0.843269,0.0021375,0.05613233025
9.9,0.843616,0.002718055556,-0.03386574074
9.92,0.843477,-0.0007972222222,-0.06060763889
9.94,0.843529,-0.0021125,0.01021412037
9.96,0.843287,0.0007194444444,0.03952546296
9.98,0.843598,0.002068055556,-0.03258487654
10,0.843512,-0.002208333333,-0.03915895062
10.02,0.843408,-0.002215277778,0.05943094136
10.04,0.843304,0.0024,0.06480131173
10.06,0.843598,0.003201388889,-0.04253858025
10.08,0.843564,-0.001365277778,-0.06517554012
10.1,0.84346,-0.002554166667,0.04059799383
10.12,0.843321,0.002068055556,0.0700617284
10.14,0.843616,0.003654166667,-0.04584683642
10.16,0.843598,-0.0006277777778,-0.1226678241
10.18,0.843581,-0.004441666667,-0.05463927469
10.2,0.843339,-0.00445,0.08736496914
10.22,0.843269,0.001541666667,0.1186593364
10.24,0.843495,0.003465277778,0.009390432099
10.26,0.843529,0.0004277777778,-0.04623842593
10.28,0.84346,-0.001038888889,0.006296296296
10.3,0.843373,0.002111111111,0.00878279321
10.32,0.84365,0.0010875,-0.05933024691
10.34,0.84346,-0.001941666667,-0.05366878858
10.36,0.843512,-0.002240277778,0.01494463735
10.38,0.843373,-0.002210833333,0.1263489583
10.4,0.843304,0.003235416667,0.2223557099
10.42,0.843581,0.00885,0.2633445216